id,日期,录播来源,录播片段编号,起始时间点,结束时间点,歌名,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,谁切的,有没有第二版本,,
U01364,2021-02-05,BV1Sh411C78h,1,01:56:49.000,01:57:44.001,おねがいダーリン,拜托了Darling,,呜米,半首,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01365,2021-02-05,BV1Sh411C78h,1,01:58:00.000,02:00:03.012,世界は恋に落ちている,我的世界已坠入爱河,,呜米,完整,日语,给咩咩唱的歌 kdl,无,TRUE,原草原组(UID:674421433),FALSE,,
U01366,2021-02-11,BV1EU4y1W7GA,1,00:04:16.000,00:08:22.001,好运来,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01367,2021-02-11,BV1EU4y1W7GA,1,01:25:52.000,01:26:40.001,ボッカデラベリタ,真理之口,,呜米,半首,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01368,2021-02-11,BV1EU4y1W7GA,1,01:27:33.000,01:30:40.001,错位时空,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01369,2021-02-11,BV1EU4y1W7GA,1,01:30:51.000,01:34:28.001,曹操,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01370,2021-02-11,BV1EU4y1W7GA,1,01:34:43.000,01:38:53.001,迷迭香,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01371,2021-02-11,BV1EU4y1W7GA,1,02:49:02.000,02:53:30.001,输了你赢了世界又如何,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01372,2021-02-11,BV1EU4y1W7GA,2,00:13:23.000,00:16:38.001,恭喜发财,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01373,2021-02-20,BV1XN411X74x,1,01:00:02.000,01:01:20.001,字母歌,,,呜米妹妹,半首,普通话,妹妹这都能进早 太可爱了,无,TRUE,枺芺(UID:545133496),FALSE,,
U01374,2021-02-20,BV1XN411X74x,1,01:55:45.000,01:59:17.001,ピカピカなのん,闪闪发光,,呜米妹妹,完整,普通话,妹妹又进早了 可爱,无,TRUE,枺芺(UID:545133496),FALSE,,
U01375,2021-03-04,BV1nf4y147hQ,1,01:55:40.000,01:56:55.001,活着,,,呜米,半首,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01376,2021-03-04,BV1nf4y147hQ,1,01:58:01.000,01:59:40.031,有一种爱叫做放手,,,呜米,半首,普通话,,无,TRUE,原草原组(UID:674421433),FALSE,,
U01377,2021-03-06,BV1Mi4y1K7LJ,1,02:00:28.000,02:04:05.235,うみたがり,渴望诞生,,呜米,完整,日语,,无,TRUE,原草原组(UID:674421433),FALSE,,
U01378,2021-03-06,BV1Mi4y1K7LJ,1,02:04:50.000,02:09:16.001,齐天,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01379,2021-03-23,BV1DK4y1T79L,1,01:52:42.000,01:53:18.001,好日子,,,呜米,半首,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01380,2021-03-23,BV1DK4y1T79L,1,01:55:03.000,01:57:40.001,扇子舞,,,呜米,半首,普通话,带怒音的扇子舞 完全想不到呢,无,TRUE,枺芺(UID:545133496),FALSE,,
U01381,2021-03-23,BV1DK4y1T79L,1,01:57:43.000,02:02:49.001,开到荼靡,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01382,2021-03-26,BV1r64y1U7mH,1,00:08:02.000,00:11:39.001,偏食,,,呜米,完整,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01383,2021-03-26,BV1r64y1U7mH,1,02:04:55.000,02:11:21.927,起风了,,,呜米,完整,普通话,,无,TRUE,原草原组(UID:674421433),FALSE,,
U01384,2021-04-06,BV1hA41157sr,2,01:46:57.000,01:50:26.001,21世紀難民,21世纪难民,,呜米,半首,日语,从一半开始唱的 可爱,无,TRUE,枺芺(UID:545133496),FALSE,,
U01385,2021-04-06,BV1hA41157sr,2,01:52:29.000,01:56:47.352,マインドブランド/Mind Brand,,,呜米,完整,日语,,无,TRUE,原草原组(UID:674421433),FALSE,,
U01386,2021-04-06,BV1hA41157sr,2,01:57:32.000,02:01:32.745,Loser,,,呜米,完整,日语,,无,TRUE,原草原组(UID:674421433),FALSE,,
U01387,2021-04-17,BV1hy4y147Yr,1,02:12:38.000,02:15:43.001,ラブカ?,皱鳃鲨?,,呜米,完整,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01388,2021-04-19,BV1tA411L7QE,3,01:26:03.000,01:31:22.505,摩天动物园,,,呜米,完整,普通话,,无,TRUE,原草原组(UID:674421433),FALSE,,
U01389,2021-04-25,BV12f4y1p7xi,1,00:35:55.000,00:39:37.001,奇迹再现,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01390,2021-04-25,BV12f4y1p7xi,1,00:50:23.000,00:51:22.001,繁华唱遍,,,呜米,半首,普通话,抽奖的时候哼的！,无,TRUE,枺芺(UID:545133496),FALSE,,
U01391,2021-04-25,BV12f4y1p7xi,1,00:54:00.000,00:57:18.001,苍蝇,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01392,2021-04-25,BV12f4y1p7xi,1,01:07:16.000,01:10:19.001,本草纲目,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01393,2021-04-27,BV1jK4y1Z7d3,1,02:02:48.000,02:06:58.001,好想爱这个世界啊,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01394,2021-04-29,BV1vQ4y1Z7S9,1,00:13:36.000,00:16:52.001,マトリョシカ,俄罗斯套娃,,呜米,完整,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01395,2021-05-07,BV1kp4y147Fk,3,01:02:31.000,01:05:14.001,MOM,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01396,2021-05-07,BV1kp4y147Fk,3,01:39:06.000,01:40:52.001,新不了情,,,呜米,半首,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01397,2021-05-07,BV1kp4y147Fk,3,01:40:53.000,01:41:55.001,牛仔很忙,,,呜米,完整,普通话,加速 爽到,无,TRUE,枺芺(UID:545133496),FALSE,,
U01398,2021-05-07,BV1kp4y147Fk,3,01:43:13.000,01:55:32.449,情歌王,,,呜米,完整,普通话,唱完了竟然 牛的,无,TRUE,原草原组(UID:674421433),FALSE,,
U01399,2021-05-15,BV1fh411e7a4,1,00:15:37.000,00:20:02.000,陪你度过漫长岁月,,,呜米,完整,普通话,落泪 好温柔 呜米最后还亲亲了…?,无,TRUE,枺芺(UID:545133496),FALSE,,
U01400,2021-05-15,BV1fh411e7a4,1,00:21:56.000,00:26:00.001,千本桜,千本樱,,呜米,完整,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01401,2021-05-15,BV1fh411e7a4,1,00:26:18.000,00:30:16.001,Loser,,,呜米,完整,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01402,2021-05-19,BV1a5411u7RS,1,01:18:34.000,01:20:50.000,劣等上等,,,呜米,完整,日语,假唱！！！,无,TRUE,枺芺(UID:545133496),FALSE,,
U01403,2021-05-19,BV1a5411u7RS,1,01:20:51.000,01:24:55.000,你走,,,呜米,完整,普通话,举报！！直播假唱！！,无,TRUE,枺芺(UID:545133496),FALSE,,
U01404,2021-05-19,BV1a5411u7RS,1,02:01:29.000,02:04:48.000,淋雨一直走,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01405,2021-05-23,BV1HQ4y1R7dz,1,01:30:06.000,01:33:10.000,ラブカ?,皱鳃鲨?,,呜米,完整,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01406,2021-05-23,BV1HQ4y1R7dz,1,01:34:59.000,01:37:13.000,だんだん早くなる,逐渐加快,,呜米,完整,日语,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01407,2021-05-23,BV1HQ4y1R7dz,1,01:37:37.000,01:40:02.000,だんだん高くなる,逐渐变高,,呜米,完整,日语,识相点就应该停下了 但就不停！,无,TRUE,枺芺(UID:545133496),FALSE,,
U01408,2021-05-23,BV1HQ4y1R7dz,1,01:41:19.000,01:45:47.000,小さな恋のうた,小小恋歌,,呜米,完整,日语,拉了,无,TRUE,枺芺(UID:545133496),FALSE,,
U01409,2021-05-23,BV1HQ4y1R7dz,1,01:45:48.000,01:49:05.000,恋,,,呜米,半首,日语,唱完老婆的歌就唱老公的吧！,无,TRUE,枺芺(UID:545133496),FALSE,,
U01410,2021-05-23,BV1HQ4y1R7dz,1,01:49:15.000,01:51:36.000,还不是因为你长得不好看,,,呜米,半首,普通话,因为阿酱结婚破防的呜米,无,TRUE,枺芺(UID:545133496),FALSE,,
U01411,2021-05-23,BV1HQ4y1R7dz,1,01:52:00.000,01:53:20.000,皮皮虾我们走,,,呜米,半首,普通话,太土了 不愧是呜米,无,TRUE,枺芺(UID:545133496),FALSE,,
U01412,2021-05-23,BV1HQ4y1R7dz,1,01:56:17.000,01:57:30.000,套路,,Jony J,呜米,半首,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01413,2021-05-28,BV1Uo4y117Au,2,01:06:13.000,01:09:33.000,光,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01414,2021-06-01,BV1RQ4y1X739,1,00:00:00.000,00:02:31.000,MOM,,,呜米,半首,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01415,2021-06-01,BV1RQ4y1X739,1,01:32:28.000,01:36:09.000,理想三旬,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01416,2021-06-01,BV1RQ4y1X739,1,01:42:40.000,01:43:39.000,追光者,,,呜米,半首,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01417,2021-06-01,BV1RQ4y1X739,1,01:44:00.000,01:47:41.000,追光者,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01418,2021-06-01,BV1RQ4y1X739,1,01:50:05.000,01:54:31.000,我好想你,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01419,2021-06-01,BV1RQ4y1X739,1,01:57:38.000,01:59:16.000,Give me Moneeeeeeeeeey!!!,,,呜米,半首,日语,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01420,2021-06-01,BV1RQ4y1X739,1,02:05:20.000,02:09:26.001,安河桥,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01421,2021-06-04,BV1zU4y1V7ts,1,00:12:21.000,00:15:54.000,侧脸,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01422,2021-06-04,BV1zU4y1V7ts,1,00:18:31.000,00:22:53.000,亡国祸水,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01423,2021-06-08,BV1k64y167Ej,1,00:06:19.000,00:08:11.000,水星记,,,呜米,半首,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01424,2021-06-08,BV1k64y167Ej,1,01:10:52.000,01:11:43.000,讨彩头,,,呜米,完整,越剧,越剧！ 讨彩头的,图---久安(UID:255287314),TRUE,枺芺(UID:545133496),FALSE,,
U01425,2021-06-08,BV1k64y167Ej,1,02:01:45.000,02:03:34.000,送花楼会,,,呜米,完整,越剧,越剧！太高了 呜米说会扯着嗓子,图---久安(UID:255287314),TRUE,枺芺(UID:545133496),FALSE,,
U01426,2021-06-15,BV1Vv411W7jq,1,00:00:05.000,00:03:10.000,还是会想你,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01427,2021-06-15,BV1Vv411W7jq,2,01:17:37.000,01:26:01.000,情歌王,,,呜米,完整,普通话,加速了 着急下班 给自己唱急眼了 这首歌再唱一遍我就是狗！,无,TRUE,枺芺(UID:545133496),FALSE,,
U01428,2021-06-24,BV1QX4y1A7Do,1,00:17:19.000,00:20:59.000,Wherever you are,,,呜米,完整,英语,手不听使唤自己切歌了hhh,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01429,2021-06-24,BV1QX4y1A7Do,1,00:25:55.000,00:28:43.000,7 rings,,,呜米,完整,英语,很值得一听hhh,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01430,2021-06-24,BV1QX4y1A7Do,1,00:30:34.000,00:34:52.000,好想爱这个世界啊,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01431,2021-06-24,BV1QX4y1A7Do,1,01:28:00.000,01:31:14.000,ビースト·ダンス/Beast Dance,野兽之舞,,呜米,完整,日语,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01432,2021-06-24,BV1QX4y1A7Do,1,02:03:30.000,02:07:31.000,Loser,,,呜米,完整,日语,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01433,2021-06-25,BV1m64y197YD,1,00:14:22.000,00:18:42.000,小幸运,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01434,2021-06-28,BV1Hv411H7QG,1,00:14:59.000,00:15:47.000,理想三旬,,,呜米,几句,普通话,嗓子不好 哭泣,呜米的课代表(UID:20236274),TRUE,枺芺(UID:545133496),FALSE,,
U01435,2021-06-28,BV1Hv411H7QG,1,00:19:16.000,00:20:29.000,Numb,,XXXTentacion,呜米,半首,英语,嗓子不好 哭泣,无,TRUE,枺芺(UID:545133496),FALSE,,
U01436,2021-06-29,BV1dB4y1K7ix,2,01:22:52.000,01:26:03.000,易燃易爆炸,,,呜米,完整,普通话,双声道环绕,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01437,2021-06-29,BV1dB4y1K7ix,2,01:28:31.000,01:31:50.000,时间都去哪了,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01438,2021-06-29,BV1dB4y1K7ix,2,01:36:36.000,01:40:44.000,奇妙能力歌,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01439,2021-07-02,BV1Wg411u7JJ,1,00:29:37.000,00:33:07.000,稻香,,,呜米,完整,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01440,2021-07-02,BV1Wg411u7JJ,1,00:34:45.000,00:35:18.001,有人,,,呜米,几句,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01441,2021-07-08,BV1t54y1n7Rm,1,01:16:43.000,01:21:03.000,年少有为,,,呜米,完整,普通话,hhh经典唱一般上厕所去了,无,TRUE,枺芺(UID:545133496),FALSE,,
U01442,2021-07-08,BV1t54y1n7Rm,1,01:51:35.000,01:53:26.000,侧脸,,,呜米,半首,普通话,,无,TRUE,枺芺(UID:545133496),FALSE,,
U01443,2021-07-10,BV1nh41167rD,1,00:00:00.000,00:03:02.000,死神,,,呜米,完整,日语,跟唱！,无,TRUE,枺芺(UID:545133496),FALSE,,
U01444,2021-07-10,BV1nh41167rD,1,00:56:49.000,01:01:25.000,齐天,,,呜米,完整,普通话,用来开嗓的歌,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01445,2021-07-10,BV1nh41167rD,1,01:02:17.000,,Only my railgun,,,呜米,完整,日语,,久秋-蓬(UID:355895788),FALSE,,FALSE,,
U01446,2021-07-10,BV1nh41167rD,2,00:55:02.000,00:58:47.000,ロキ/Roki,,,呜米,完整,日语,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U01447,2021-07-10,BV1nh41167rD,2,00:58:44.000,01:02:40.000,寄明月,,,呜米,完整,普通话,,久秋-蓬(UID:355895788),TRUE,枺芺(UID:545133496),FALSE,,
U00001,2021-08-17,BV1Bo4y1U7p8,1,01:03:33.330,01:08:00.087,我管你,,,呜米,完整,普通话,超帅！！！我管你！！！,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00002,2021-08-17,BV1Bo4y1U7p8,1,01:08:26.079,01:12:21.033,为龙,,,呜米,完整,普通话,前面的前奏好长哦,MeUmy的甜品师(UID:499813226),TRUE,,TRUE,,
U00003,2021-08-17,BV1Bo4y1U7p8,1,01:15:34.081,01:18:52.138,太阳系デスコ,太阳系disco,,呜米,完整,日语,,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00004,2021-08-17,BV1Bo4y1U7p8,1,01:19:36.640,01:20:42.137,单身狗之歌,,,呜米,完整,普通话,后面给自己唱破防了,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00005,2021-08-17,BV1Bo4y1U7p8,1,01:21:47.009,01:25:28.706,达拉崩吧,,,呜米,完整,普通话,后面有可可爱爱狼语,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00006,2021-08-17,BV1Bo4y1U7p8,1,01:26:31.265,01:27:53.003,一只哈巴狗,,,呜米,完整,普通话,有咩咩和声，可可爱爱,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00007,2021-08-17,BV1Bo4y1U7p8,1,01:29:13.143,01:32:26.528,Hero,英雄,,呜米,完整,日语,《奈克瑟斯·奥特曼》片头曲,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00008,2021-08-17,BV1Bo4y1U7p8,1,01:33:38.220,01:36:35.623,消愁,,,呜米,完整,普通话,温柔呜米,MeUmy的甜品师(UID:499813226),TRUE,,TRUE,,
U00009,2021-08-17,BV1Bo4y1U7p8,1,01:38:53.070,01:41:11.773,绿旋风,,,呜米,半首,普通话,凤 凰 传 奇,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00010,2021-08-17,BV1Bo4y1U7p8,1,01:41:11.887,01:44:43.367,光年之外,,,呜米,几乎完整,普通话,,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00011,2021-08-17,BV1Bo4y1U7p8,1,01:45:16.780,01:45:54.088,走天涯,,,呜米,副歌,普通话,这狼只会唱副歌！,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00012,2021-08-17,BV1Bo4y1U7p8,1,01:47:17.082,01:48:57.798,无名之辈,,,呜米,半首,普通话,唱笑场了还行23333,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00013,2021-08-17,BV1Bo4y1U7p8,1,01:49:43.741,01:53:21.010,贝加尔湖畔,,,呜米,完整,普通话,奇怪的伴奏，但呜米的低音杀我,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00014,2021-08-17,BV1Bo4y1U7p8,1,01:54:06.304,01:55:26.413,读书郎,,,呜米,完整,普通话,儿歌 可爱 还进早了 更可爱了,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00015,2021-08-17,BV1Bo4y1U7p8,1,01:55:35.276,01:56:59.676,小毛驴,,,呜米,完整,普通话,我有一只小咩栗，我从来也不骑 草,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00016,2021-08-17,BV1Bo4y1U7p8,1,01:57:19.798,01:58:47.512,数鸭子,,,呜米,完整,普通话,直播间全部都是鸭 数我 呜米数我,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00017,2021-08-17,BV1Bo4y1U7p8,1,01:58:54.260,02:00:01.862,白龙马,,,呜米,完整,普通话,儿歌哪个不弱智呢 仔细想想好像没毛病,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00018,2021-08-17,BV1Bo4y1U7p8,1,02:00:05.041,02:01:49.987,小兔子乖乖,,,呜米,完整,普通话,儿歌也能进早 不愧是呜米（,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00019,2021-08-17,BV1Bo4y1U7p8,1,02:04:00.240,02:06:11.093,身骑白马,,,呜米,半首,普通话,副歌 笑场了2333,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00020,2021-08-17,BV1Bo4y1U7p8,1,02:06:52.035,02:09:54.021,大田後生仔,大田后生仔,,呜米,完整,闽南语,,MeUmy的甜品师(UID:499813226),TRUE,,FALSE,,
U00021,2021-08-18,BV1764y1v7ee,1,00:33:04.251,00:36:25.112,荒野魂斗罗,,,呜米,半首,普通话,帅 帅我一脸,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00022,2021-08-18,BV1764y1v7ee,1,00:36:51.836,00:40:50.178,你走,,,呜米,完整,普通话,,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00023,2021-08-18,BV1764y1v7ee,1,00:48:04.726,00:51:31.035,快乐崇拜,,,呜米,完整,普通话,,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00024,2021-08-18,BV1764y1v7ee,1,00:55:01.969,00:58:24.065,兔子先生,,,呜米,完整,普通话,最爱你的呜米爸爸 草啊 但好温柔,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00025,2021-08-18,BV1764y1v7ee,1,01:00:11.702,01:02:12.766,晚安喵,,,呜米,完整,普通话,,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00026,2021-08-18,BV1764y1v7ee,1,01:07:30.489,01:10:45.482,十年,,,呜米,完整,普通话,,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00027,2021-08-18,BV1764y1v7ee,1,01:13:41.442,01:17:02.081,Flamingo,火烈鸟,,呜米,完整,日语,,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00028,2021-08-18,BV1764y1v7ee,1,01:19:06.300,01:23:03.280,我很好,,,呜米,完整,普通话,这首歌很适合大家 不是指恋情上 只是我很好这三个字而已,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00029,2021-08-18,BV1764y1v7ee,1,01:27:22.000,01:31:32.920,给电影人的情书,,,呜米,完整,普通话,,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00030,2021-08-18,BV1764y1v7ee,1,01:32:52.844,01:36:42.912,病名は愛だった,病名为爱,,呜米,完整,日语,其实是深海少女（,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00031,2021-08-18,BV1764y1v7ee,1,01:38:24.428,01:40:41.452,BINGBIAN病变,,,呜米,半首,普通话,,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00032,2021-08-18,BV1764y1v7ee,1,01:41:05.058,01:45:34.295,突然好想你,,,呜米,完整,普通话,害怕自己被唱死 突然降key 结果还是被唱死了 发现歌是降4key，但自己又升了12个key 结果后面又低不下去了 绷不住了,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00033,2021-08-18,BV1764y1v7ee,1,01:46:12.958,01:49:22.969,一个人,,,呜米,半首,普通话,我一个人喝酒 我一个人唱歌 我一个人破音,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00034,2021-08-18,BV1764y1v7ee,1,01:50:25.727,01:51:31.894,Tunak Tunak Tun,我在东北玩泥巴,,呜米,几句,旁遮普语,盒盒盒盒踩点了,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00035,2021-08-18,BV1764y1v7ee,1,01:53:23.162,01:57:36.269,歌に形はないけれど,虽然歌声无形,,呜米,几乎完整,日语,下次学会了再给你唱,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00036,2021-08-18,BV1764y1v7ee,1,01:58:16.587,02:01:31.514,ドレミファロンド,音阶圆舞曲,,呜米,完整,日语,狗叫好可爱,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00037,2021-08-18,BV1764y1v7ee,1,02:03:26.796,02:06:48.586,光,,,呜米,完整,普通话,把这首歌的歌词送给大家 要好好听歌词哦,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00038,2021-08-20,BV1764y1e7d4,1,02:00:16.838,02:03:54.651,すーぱーぬこわーるど,超级喵世界,,呜米,完整,日语,可爱 但笑场了 可爱,呜米的课代表(UID:20236274),TRUE,,FALSE,,
U00039,2021-08-21,BV1sy4y157QV,1,02:02:50.906,02:06:24.515,哎呀,,,呜米,完整,普通话,,无,TRUE,,FALSE,,
U00040,2021-08-25,BV1Zf4y1n7G7,1,01:26:21.375,01:28:45.403,数鸭子,,,呜米,完整,普通话,呜米 直播间 游过一群鸭 咕嘎咕嘎 我是鸭 好耶,无,TRUE,,FALSE,,
U00041,2021-08-25,BV1Zf4y1n7G7,1,02:02:39.897,02:06:38.512,千本桜,千本樱,,呜米,完整,日语,,无,TRUE,,FALSE,,
U00042,2021-08-25,BV1Zf4y1n7G7,1,02:06:42.924,02:09:58.370,恭喜发财,,,呜米,完整,普通话,,无,TRUE,,FALSE,,
U00043,2021-08-27,BV1Kv411P7CP,1,00:28:05.491,00:31:36.654,我还年轻 我还年轻,,,呜米,完整,普通话,3D回 这狼 又帅又可爱 救命 让我rua耳朵,无,TRUE,,FALSE,,
U00044,2021-08-27,BV1Kv411P7CP,1,01:15:19.773,01:18:44.014,光,,,呜米,完整,普通话,3D回 啊 光,无,TRUE,,FALSE,,
U00045,2021-08-29,BV1mP4y1p7oV,1,01:37:40.132,01:42:14.687,逆光,,,呜米,完整,普通话,不知道为啥有点哭腔 听得想哭 草 突然笑场 nmd,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
U00046,2021-08-29,BV1mP4y1p7oV,1,01:42:51.343,01:44:28.906,说谎,,,呜米,半首,普通话,反正单推不就都这样 可恶 又笑场了 明明好好听呜呜呜,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
U00047,2021-08-29,BV1mP4y1p7oV,1,01:44:56.477,01:46:32.746,梦回还,,,呜米,半首,普通话,好帅呜呜呜呜 但崽崽说没唱上去,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
U00048,2021-08-29,BV1mP4y1p7oV,1,01:49:45.779,01:52:01.333,母系社会,,,呜米,半首,普通话,进早了 好耶 怒音太帅了！！！！呜米呜呜呜呜,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
U00049,2021-08-29,BV1mP4y1p7oV,1,01:53:27.734,01:56:29.134,紅蓮の弓矢,红莲之弓矢,,呜米,完整,日语,前面的我不会唱啊——后面的也不会了啊——但后面的伴奏不全,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
U00050,2021-08-29,BV1mP4y1p7oV,1,01:58:13.956,02:02:23.186,迷迭香,,,呜米,完整,普通话,呜米，性感的无可救药,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
U00051,2021-09-04,BV1dP4y1a7tG,1,00:36:52.205,00:39:31.695,我还年轻 我还年轻,,,呜米,完整,普通话,道歉回 有点down的呜米 心疼,mukaiiiiii(UID:280043520),TRUE,,TRUE,,
U00052,2021-09-04,BV1dP4y1a7tG,1,00:43:59.716,00:47:54.752,你走,,,呜米,完整,普通话,,mukaiiiiii(UID:280043520),TRUE,,TRUE,,
U00053,2021-09-04,BV1dP4y1a7tG,1,00:50:48.871,00:55:55.065,起风了,,,呜米,完整,普通话,起高了…?没有！你们怎么不回答我啊 最后一句不是以爱之名你还愿意吗,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
U00054,2021-09-04,BV1dP4y1a7tG,1,01:02:36.845,01:06:37.411,残酷な天使のテーゼ,残酷天使的行动纲领,,呜米,完整,日语,,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
U00055,2021-09-04,BV1dP4y1a7tG,1,01:09:07.376,01:13:01.174,为龙,,,呜米,完整,普通话,,mukaiiiiii(UID:280043520),TRUE,,FALSE,,
